Date,Ingredient,Expected_Ingredient_Usage_kg,Purchased_Qty_kg,Quantity_Used,Waste_kg,Is_Weekend,Weather,Holiday
2024-04-07,Yogurt,13.0,19.55,15.73,3.8200000000000003,1,Sunny,No
2024-04-08,Butter,12.28,12.76,12.05,0.7099999999999991,0,Sunny,No
2024-04-08,Chicken,52.91,31.57,28.46,3.1099999999999994,0,Sunny,No
2024-04-08,Chilli Powder,0.28700000000000003,0.94,0.8,0.1399999999999999,0,Sunny,No
2024-04-08,Cooking Oil,18.995,20.25,14.81,5.4399999999999995,0,Sunny,No
2024-04-08,Coriander,0.33699999999999997,0.84,0.78,0.05999999999999994,0,Sunny,No
2024-04-08,Flour,49.940000000000005,159.98,132.46,27.519999999999982,0,Sunny,No
2024-04-08,Garlic,2.232,3.7,3.16,0.54,0,Sunny,No
2024-04-08,Ginger,2.1189999999999998,1.91,1.69,0.21999999999999997,0,Sunny,No
2024-04-08,Milk,40.870000000000005,29.34,20.87,8.469999999999999,0,Sunny,No
2024-04-08,Onions,33.985,62.98,45.39,17.589999999999996,0,Sunny,No
2024-04-08,Paneer,16.77,18.1,15.15,2.950000000000001,0,Sunny,No
2024-04-08,Potatoes,39.480000000000004,57.84,47.49,10.350000000000001,0,Sunny,No
2024-04-08,Rice,20.02,63.51,51.96,11.549999999999997,0,Sunny,No
2024-04-08,Salt,1.979,6.53,5.21,1.3200000000000003,0,Sunny,No
2024-04-08,Spices Mix,5.819,5.69,5.12,0.5700000000000003,0,Sunny,No
2024-04-08,Sugar,14.663,11.25,10.07,1.1799999999999997,0,Sunny,No
2024-04-08,Tomatoes,27.17,63.53,57.67,5.859999999999999,0,Sunny,No
2024-04-08,Yogurt,16.77,11.35,9.75,1.5999999999999996,0,Sunny,No
2024-04-09,Butter,10.34,6.38,4.67,1.71,0,Cloudy,No
2024-04-09,Chicken,53.94,16.12,15.02,1.1000000000000014,0,Cloudy,No
2024-04-09,Chilli Powder,0.264,1.97,1.73,0.24,0,Cloudy,No
2024-04-09,Cooking Oil,18.387999999999998,15.99,14.53,1.4600000000000009,0,Cloudy,No
2024-04-09,Coriander,0.262,1.47,1.14,0.33000000000000007,0,Cloudy,No
2024-04-09,Flour,46.24,84.68,76.5,8.180000000000007,0,Cloudy,No
2024-04-09,Garlic,2.176,3.53,2.89,0.6399999999999997,0,Cloudy,No
2024-04-09,Ginger,1.859,4.02,3.04,0.9799999999999995,0,Cloudy,No
2024-04-09,Milk,43.72,40.39,31.12,9.27,0,Cloudy,No
2024-04-09,Onions,33.445,75.34,59.76,15.580000000000005,0,Cloudy,No
2024-04-09,Paneer,21.12,17.19,14.44,2.7500000000000018,0,Cloudy,No
2024-04-09,Potatoes,42.82,138.97,108.33,30.64,0,Cloudy,No
2024-04-09,Rice,17.32,61.1,46.8,14.300000000000004,0,Cloudy,No
2024-04-09,Salt,2.068,10.35,7.56,2.79,0,Cloudy,No
2024-04-09,Spices Mix,6.236,7.28,6.7,0.5800000000000001,0,Cloudy,No
2024-04-09,Sugar,12.114,10.45,9.31,1.1399999999999988,0,Cloudy,No
2024-04-09,Tomatoes,38.75,63.37,53.72,9.649999999999999,0,Cloudy,No
2024-04-09,Yogurt,15.149999999999999,12.4,10.42,1.9800000000000004,0,Cloudy,No
2024-04-10,Butter,12.245000000000001,6.87,6.02,0.8500000000000005,0,Partly Cloudy,No
2024-04-10,Chicken,61.48,14.57,12.03,2.540000000000001,0,Partly Cloudy,No
2024-04-10,Chilli Powder,0.325,1.68,1.23,0.44999999999999996,0,Partly Cloudy,No
2024-04-10,Cooking Oil,17.205,15.86,14.95,0.9100000000000001,0,Partly Cloudy,No
2024-04-10,Coriander,0.352,0.98,0.81,0.16999999999999993,0,Partly Cloudy,No
2024-04-10,Flour,48.660000000000004,126.96,97.47,29.489999999999995,0,Partly Cloudy,No
2024-04-10,Garlic,2.204,7.02,5.22,1.7999999999999998,0,Partly Cloudy,No
2024-04-10,Ginger,1.994,3.58,2.65,0.9300000000000002,0,Partly Cloudy,No
2024-04-10,Milk,42.36,28.48,23.31,5.170000000000002,0,Partly Cloudy,No
2024-04-10,Onions,34.27,51.21,41.63,9.579999999999998,0,Partly Cloudy,No
2024-04-10,Paneer,17.57,29.33,22.31,7.02,0,Partly Cloudy,No
2024-04-10,Potatoes,31.31,149.58,139.26,10.320000000000022,0,Partly Cloudy,No
2024-04-10,Rice,22.03,113.56,86.23,27.33,0,Partly Cloudy,No
2024-04-10,Salt,1.993,14.41,12.1,2.3100000000000005,0,Partly Cloudy,No
2024-04-10,Spices Mix,5.783,3.03,2.46,0.5699999999999998,0,Partly Cloudy,No
2024-04-10,Sugar,14.13,6.33,5.39,0.9400000000000004,0,Partly Cloudy,No
2024-04-10,Tomatoes,30.61,86.17,68.03,18.14,0,Partly Cloudy,No
2024-04-10,Yogurt,14.39,18.26,13.04,5.220000000000002,0,Partly Cloudy,No
2024-04-11,Butter,11.34,13.88,13.1,0.7800000000000011,0,Foggy,No
2024-04-11,Chicken,56.599999999999994,30.48,28.37,2.1099999999999994,0,Foggy,No
2024-04-11,Chilli Powder,0.315,1.56,1.26,0.30000000000000004,0,Foggy,No
2024-04-11,Cooking Oil,17.416,15.14,13.16,1.9800000000000004,0,Foggy,No
2024-04-11,Coriander,0.426,2.98,2.13,0.8500000000000001,0,Foggy,No
2024-04-11,Flour,42.25,87.41,81.34,6.069999999999993,0,Foggy,No
2024-04-11,Garlic,2.336,7.06,6.41,0.6499999999999995,0,Foggy,No
2024-04-11,Ginger,2.108,4.04,3.81,0.22999999999999998,0,Foggy,No
2024-04-11,Milk,42.910000000000004,27.72,20.4,7.32,0,Foggy,No
2024-04-11,Onions,35.265,58.93,45.66,13.270000000000003,0,Foggy,No
2024-04-11,Paneer,13.67,11.0,9.5,1.5,0,Foggy,No
2024-04-11,Potatoes,37.25,44.13,36.57,7.560000000000002,0,Foggy,No
2024-04-11,Rice,23.87,198.04,148.59,49.44999999999999,0,Foggy,No
2024-04-11,Salt,2.023,19.53,14.57,4.960000000000001,0,Foggy,No
2024-04-11,Spices Mix,6.5600000000000005,5.19,3.83,1.3600000000000003,0,Foggy,No
2024-04-11,Sugar,11.859,17.37,15.41,1.9600000000000009,0,Foggy,No
2024-04-11,Tomatoes,39.77,28.74,20.63,8.11,0,Foggy,No
2024-04-11,Yogurt,10.43,12.12,10.56,1.5599999999999987,0,Foggy,No
2024-04-12,Butter,9.495000000000001,13.93,12.21,1.7199999999999989,0,Partly Cloudy,No
2024-04-12,Chicken,54.53,21.47,18.3,3.169999999999998,0,Partly Cloudy,No
2024-04-12,Chilli Powder,0.264,1.77,1.43,0.3400000000000001,0,Partly Cloudy,No
2024-04-12,Cooking Oil,16.942,9.68,8.02,1.6600000000000001,0,Partly Cloudy,No
2024-04-12,Coriander,0.308,2.5,2.2,0.2999999999999998,0,Partly Cloudy,No
2024-04-12,Flour,49.63,129.68,107.41,22.27000000000001,0,Partly Cloudy,No
2024-04-12,Garlic,1.936,6.66,5.74,0.9199999999999999,0,Partly Cloudy,No
2024-04-12,Ginger,1.7630000000000001,4.99,3.58,1.4100000000000001,0,Partly Cloudy,No
2024-04-12,Milk,37.74,31.9,22.79,9.11,0,Partly Cloudy,No
2024-04-12,Onions,36.345,108.45,76.23,32.22,0,Partly Cloudy,No
2024-04-12,Paneer,18.98,21.37,16.77,4.600000000000001,0,Partly Cloudy,No
2024-04-12,Potatoes,41.95,108.64,96.33,12.310000000000002,0,Partly Cloudy,No
2024-04-12,Rice,20.48,74.7,64.19,10.510000000000005,0,Partly Cloudy,No
2024-04-12,Salt,2.089,9.28,8.79,0.4900000000000002,0,Partly Cloudy,No
2024-04-12,Spices Mix,6.139,5.88,5.33,0.5499999999999998,0,Partly Cloudy,No
2024-04-12,Sugar,9.606,10.02,8.06,1.959999999999999,0,Partly Cloudy,No
2024-04-12,Tomatoes,35.6,95.58,83.3,12.280000000000001,0,Partly Cloudy,No
2024-04-12,Yogurt,13.379999999999999,8.59,6.52,2.0700000000000003,0,Partly Cloudy,No
2024-04-13,Butter,10.765,12.99,10.76,2.2300000000000004,1,Sunny,No
2024-04-13,Chicken,57.83,49.6,42.33,7.270000000000003,1,Sunny,No
2024-04-13,Chilli Powder,0.396,0.81,0.59,0.22000000000000008,1,Sunny,No
2024-04-13,Cooking Oil,19.384999999999998,5.6,4.95,0.6499999999999995,1,Sunny,No
2024-04-13,Coriander,0.439,1.8,1.69,0.1100000000000001,1,Sunny,No
2024-04-13,Flour,47.68000000000001,183.26,136.23,47.03,1,Sunny,No
2024-04-13,Garlic,2.128,3.19,2.85,0.33999999999999986,1,Sunny,No
2024-04-13,Ginger,2.2680000000000002,1.7,1.24,0.45999999999999996,1,Sunny,No
2024-04-13,Milk,43.24,20.8,17.18,3.620000000000001,1,Sunny,No
2024-04-13,Onions,34.375,62.91,44.14,18.769999999999996,1,Sunny,No
2024-04-13,Paneer,14.32,9.54,7.61,1.9299999999999988,1,Sunny,No
2024-04-13,Potatoes,40.55,149.64,139.34,10.299999999999983,1,Sunny,No
2024-04-13,Rice,24.39,197.78,179.29,18.49000000000001,1,Sunny,No
2024-04-13,Salt,1.977,16.33,15.31,1.0199999999999978,1,Sunny,No
2024-04-13,Spices Mix,6.456,2.89,2.04,0.8500000000000001,1,Sunny,No
2024-04-13,Sugar,13.045,5.21,4.51,0.7000000000000002,1,Sunny,No
2024-04-13,Tomatoes,30.990000000000002,79.51,58.5,21.010000000000005,1,Sunny,No
2024-04-13,Yogurt,17.43,17.91,14.04,3.870000000000001,1,Sunny,No
2024-04-14,Butter,13.95,8.0,6.76,1.2400000000000002,1,Partly Cloudy,No
2024-04-14,Chicken,62.34,17.56,13.16,4.399999999999999,1,Partly Cloudy,No
2024-04-14,Chilli Powder,0.34099999999999997,1.78,1.52,0.26,1,Partly Cloudy,No
2024-04-14,Cooking Oil,17.222,19.39,13.69,5.700000000000001,1,Partly Cloudy,No
2024-04-14,Coriander,0.41100000000000003,2.01,1.44,0.5699999999999998,1,Partly Cloudy,No
2024-04-14,Flour,50.18,127.0,109.94,17.060000000000002,1,Partly Cloudy,No
2024-04-14,Garlic,2.21,6.47,4.67,1.7999999999999998,1,Partly Cloudy,No
2024-04-14,Ginger,2.163,2.81,2.57,0.2400000000000002,1,Partly Cloudy,No
2024-04-14,Milk,39.86,21.73,18.39,3.34,1,Partly Cloudy,No
2024-04-14,Onions,32.589999999999996,61.77,50.29,11.480000000000004,1,Partly Cloudy,No
2024-04-14,Paneer,18.45,17.82,15.17,2.6500000000000004,1,Partly Cloudy,No
2024-04-14,Potatoes,37.410000000000004,118.18,96.58,21.60000000000001,1,Partly Cloudy,No
2024-04-14,Rice,19.52,185.72,155.94,29.78,1,Partly Cloudy,No
2024-04-14,Salt,2.0500000000000003,17.14,12.7,4.440000000000001,1,Partly Cloudy,No
2024-04-14,Spices Mix,6.327,3.37,2.68,0.69,1,Partly Cloudy,No
2024-04-14,Sugar,13.205,6.04,4.51,1.5300000000000002,1,Partly Cloudy,No
2024-04-14,Tomatoes,34.92,41.94,34.1,7.839999999999996,1,Partly Cloudy,No
2024-04-14,Yogurt,15.95,8.14,7.63,0.5100000000000007,1,Partly Cloudy,No
2024-04-15,Butter,12.105,2.37,1.71,0.6600000000000001,0,Sunny,No
2024-04-15,Chicken,63.51,27.23,22.29,4.940000000000001,0,Sunny,No
2024-04-15,Chilli Powder,0.328,1.94,1.52,0.41999999999999993,0,Sunny,No
2024-04-15,Cooking Oil,17.582,20.43,17.91,2.5199999999999996,0,Sunny,No
2024-04-15,Coriander,0.393,2.13,1.71,0.41999999999999993,0,Sunny,No
2024-04-15,Flour,51.620000000000005,156.78,143.39,13.390000000000015,0,Sunny,No
2024-04-15,Garlic,2.361,7.63,6.12,1.5099999999999998,0,Sunny,No
2024-04-15,Ginger,2.193,1.01,0.74,0.27,0,Sunny,No
2024-04-15,Milk,42.01,44.56,36.15,8.410000000000004,0,Sunny,No
2024-04-15,Onions,36.22,46.81,33.18,13.630000000000003,0,Sunny,No
2024-04-15,Paneer,19.15,5.3,3.82,1.48,0,Sunny,No
2024-04-15,Potatoes,43.71,105.48,82.24,23.24000000000001,0,Sunny,No
2024-04-15,Rice,26.44,119.45,89.84,29.61,0,Sunny,No
2024-04-15,Salt,2.206,6.28,5.67,0.6100000000000003,0,Sunny,No
2024-04-15,Spices Mix,6.535,6.93,5.57,1.3599999999999994,0,Sunny,No
2024-04-15,Sugar,13.776,9.07,8.01,1.0600000000000005,0,Sunny,No
2024-04-15,Tomatoes,35.08,75.97,65.13,10.840000000000003,0,Sunny,No
2024-04-15,Yogurt,12.78,10.42,7.96,2.46,0,Sunny,No
2024-04-16,Butter,10.03,8.15,7.42,0.7300000000000004,0,Rainy,No
2024-04-16,Chicken,53.489999999999995,44.97,37.34,7.6299999999999955,0,Rainy,No
2024-04-16,Chilli Powder,0.295,1.69,1.45,0.24,0,Rainy,No
2024-04-16,Cooking Oil,14.739,16.23,12.37,3.860000000000001,0,Rainy,No
2024-04-16,Coriander,0.41100000000000003,2.89,2.32,0.5700000000000003,0,Rainy,No
2024-04-16,Flour,41.54,135.59,110.48,25.11,0,Rainy,No
2024-04-16,Garlic,2.124,4.83,3.56,1.27,0,Rainy,No
2024-04-16,Ginger,1.9060000000000001,3.14,2.74,0.3999999999999999,0,Rainy,No
2024-04-16,Milk,37.84,48.14,38.94,9.200000000000003,0,Rainy,No
2024-04-16,Onions,34.275,51.75,43.05,8.700000000000003,0,Rainy,No
2024-04-16,Paneer,19.65,18.53,16.04,2.490000000000002,0,Rainy,No
2024-04-16,Potatoes,34.36,56.33,52.1,4.229999999999997,0,Rainy,No
2024-04-16,Rice,21.47,69.3,58.61,10.689999999999998,0,Rainy,No
2024-04-16,Salt,1.926,18.15,15.08,3.0699999999999985,0,Rainy,No
2024-04-16,Spices Mix,5.546,4.04,2.94,1.1,0,Rainy,No
2024-04-16,Sugar,10.26,7.02,5.09,1.9299999999999997,0,Rainy,No
2024-04-16,Tomatoes,35.0,83.27,68.75,14.519999999999996,0,Rainy,No
2024-04-16,Yogurt,14.84,12.01,9.35,2.66,0,Rainy,No
2024-04-17,Butter,13.145,13.86,12.25,1.6099999999999994,0,Rainy,No
2024-04-17,Chicken,55.989999999999995,48.4,43.89,4.509999999999998,0,Rainy,No
2024-04-17,Chilli Powder,0.34500000000000003,0.89,0.62,0.27,0,Rainy,No
2024-04-17,Cooking Oil,20.334,5.91,5.15,0.7599999999999998,0,Rainy,No
2024-04-17,Coriander,0.34,2.06,1.58,0.48,0,Rainy,No
2024-04-17,Flour,53.480000000000004,193.81,166.2,27.610000000000014,0,Rainy,No
2024-04-17,Garlic,2.374,6.01,4.72,1.29,0,Rainy,No
2024-04-17,Ginger,2.24,1.89,1.52,0.3699999999999999,0,Rainy,No
2024-04-17,Milk,38.18,19.77,18.78,0.9899999999999984,0,Rainy,No
2024-04-17,Onions,37.52,34.93,24.7,10.23,0,Rainy,No
2024-04-17,Paneer,20.42,23.18,19.93,3.25,0,Rainy,No
2024-04-17,Potatoes,43.910000000000004,95.17,78.76,16.409999999999997,0,Rainy,No
2024-04-17,Rice,27.33,166.85,158.09,8.759999999999991,0,Rainy,No
2024-04-17,Salt,2.213,19.94,17.4,2.5400000000000027,0,Rainy,No
2024-04-17,Spices Mix,6.473,4.65,3.55,1.1000000000000005,0,Rainy,No
2024-04-17,Sugar,13.282,8.97,6.61,2.3600000000000003,0,Rainy,No
2024-04-17,Tomatoes,37.82,95.28,77.32,17.960000000000008,0,Rainy,No
2024-04-17,Yogurt,10.4,16.49,14.63,1.8599999999999977,0,Rainy,No
2024-04-18,Butter,13.825,3.28,2.87,0.4099999999999997,0,Rainy,No
2024-04-18,Chicken,70.07,12.82,9.64,3.1799999999999997,0,Rainy,No
2024-04-18,Chilli Powder,0.25,0.58,0.51,0.06999999999999995,0,Rainy,No
2024-04-18,Cooking Oil,19.031,14.98,13.17,1.8100000000000005,0,Rainy,No
2024-04-18,Coriander,0.40800000000000003,1.91,1.67,0.24,0,Rainy,No
2024-04-18,Flour,54.25,157.72,141.4,16.319999999999993,0,Rainy,No
2024-04-18,Garlic,2.328,7.36,6.96,0.40000000000000036,0,Rainy,No
2024-04-18,Ginger,2.253,3.37,3.17,0.20000000000000018,0,Rainy,No
2024-04-18,Milk,46.050000000000004,22.79,18.0,4.789999999999999,0,Rainy,No
2024-04-18,Onions,38.455,64.1,47.88,16.21999999999999,0,Rainy,No
2024-04-18,Paneer,18.740000000000002,18.54,17.0,1.5399999999999991,0,Rainy,No
2024-04-18,Potatoes,41.43,54.5,40.53,13.969999999999999,0,Rainy,No
2024-04-18,Rice,23.93,66.07,62.51,3.559999999999995,0,Rainy,No
2024-04-18,Salt,2.221,8.79,6.83,1.959999999999999,0,Rainy,No
2024-04-18,Spices Mix,6.872,5.6,4.12,1.4799999999999995,0,Rainy,No
2024-04-18,Sugar,16.109,10.43,9.29,1.1400000000000006,0,Rainy,No
2024-04-18,Tomatoes,39.730000000000004,90.49,81.56,8.929999999999993,0,Rainy,No
2024-04-18,Yogurt,15.049999999999999,13.0,9.72,3.2799999999999994,0,Rainy,No
2024-04-19,Butter,13.305,3.69,3.27,0.41999999999999993,0,Foggy,No
2024-04-19,Chicken,52.0,15.22,12.58,2.6400000000000006,0,Foggy,No
2024-04-19,Chilli Powder,0.167,0.88,0.8,0.07999999999999996,0,Foggy,No
2024-04-19,Cooking Oil,16.481,21.01,16.76,4.25,0,Foggy,No
2024-04-19,Coriander,0.274,0.54,0.42,0.12000000000000005,0,Foggy,No
2024-04-19,Flour,56.32,133.63,122.78,10.849999999999994,0,Foggy,No
2024-04-19,Garlic,2.053,6.72,5.88,0.8399999999999999,0,Foggy,No
2024-04-19,Ginger,1.9620000000000002,4.98,3.8,1.1800000000000006,0,Foggy,No
2024-04-19,Milk,41.52,42.19,30.9,11.29,0,Foggy,No
2024-04-19,Onions,36.125,97.09,82.36,14.730000000000004,0,Foggy,No
2024-04-19,Paneer,16.53,28.94,26.45,2.490000000000002,0,Foggy,No
2024-04-19,Potatoes,36.03,131.08,93.13,37.95000000000002,0,Foggy,No
2024-04-19,Rice,21.34,196.92,160.44,36.47999999999999,0,Foggy,No
2024-04-19,Salt,2.072,8.02,5.92,2.0999999999999996,0,Foggy,No
2024-04-19,Spices Mix,5.787,2.16,1.61,0.55,0,Foggy,No
2024-04-19,Sugar,12.508000000000001,14.85,13.8,1.049999999999999,0,Foggy,No
2024-04-19,Tomatoes,34.58,95.83,73.53,22.299999999999997,0,Foggy,No
2024-04-19,Yogurt,13.809999999999999,8.57,7.53,1.04,0,Foggy,No
2024-04-20,Butter,11.370000000000001,3.23,2.67,0.56,1,Rainy,No
2024-04-20,Chicken,54.0,41.85,38.82,3.030000000000001,1,Rainy,No
2024-04-20,Chilli Powder,0.41600000000000004,1.97,1.83,0.1399999999999999,1,Rainy,No
2024-04-20,Cooking Oil,19.494,13.47,11.67,1.8000000000000007,1,Rainy,No
2024-04-20,Coriander,0.426,1.74,1.52,0.21999999999999997,1,Rainy,No
2024-04-20,Flour,44.74,88.41,82.48,5.929999999999993,1,Rainy,No
2024-04-20,Garlic,2.5,4.13,3.59,0.54,1,Rainy,No
2024-04-20,Ginger,2.318,3.14,2.89,0.25,1,Rainy,No
2024-04-20,Milk,38.89,18.97,17.43,1.5399999999999991,1,Rainy,No
2024-04-20,Onions,38.695,100.11,94.49,5.6200000000000045,1,Rainy,No
2024-04-20,Paneer,15.1,11.7,10.9,0.7999999999999989,1,Rainy,No
2024-04-20,Potatoes,45.78,116.83,96.97,19.86,1,Rainy,No
2024-04-20,Rice,23.11,52.33,39.01,13.32,1,Rainy,No
2024-04-20,Salt,2.123,12.83,11.61,1.2200000000000006,1,Rainy,No
2024-04-20,Spices Mix,6.399,7.18,6.22,0.96,1,Rainy,No
2024-04-20,Sugar,11.365,11.82,8.75,3.0700000000000003,1,Rainy,No
2024-04-20,Tomatoes,33.120000000000005,84.51,69.47,15.040000000000006,1,Rainy,No
2024-04-20,Yogurt,10.799999999999999,16.2,14.12,2.08,1,Rainy,No
2024-04-21,Butter,13.23,4.92,4.09,0.8300000000000001,1,Rainy,No
2024-04-21,Chicken,49.69,45.22,41.02,4.199999999999996,1,Rainy,No
2024-04-21,Chilli Powder,0.31,1.31,1.05,0.26,1,Rainy,No
2024-04-21,Cooking Oil,16.555,11.13,7.86,3.2700000000000005,1,Rainy,No
2024-04-21,Coriander,0.368,2.62,2.13,0.4900000000000002,1,Rainy,No
2024-04-21,Flour,50.010000000000005,168.03,117.83,50.2,1,Rainy,No
2024-04-21,Garlic,2.106,4.07,2.89,1.1800000000000002,1,Rainy,No
2024-04-21,Ginger,2.089,4.12,3.48,0.6400000000000001,1,Rainy,No
2024-04-21,Milk,44.790000000000006,28.7,25.56,3.1400000000000006,1,Rainy,No
2024-04-21,Onions,35.71,83.13,59.99,23.139999999999993,1,Rainy,No
2024-04-21,Paneer,14.16,7.85,6.57,1.2799999999999994,1,Rainy,No
2024-04-21,Potatoes,40.21,101.58,82.49,19.090000000000003,1,Rainy,No
2024-04-21,Rice,21.39,141.76,133.0,8.759999999999991,1,Rainy,No
2024-04-21,Salt,2.0180000000000002,14.96,10.85,4.110000000000001,1,Rainy,No
2024-04-21,Spices Mix,6.146,6.04,5.61,0.4299999999999997,1,Rainy,No
2024-04-21,Sugar,14.335999999999999,5.06,4.04,1.0199999999999996,1,Rainy,No
2024-04-21,Tomatoes,37.19,82.91,64.76,18.14999999999999,1,Rainy,No
2024-04-21,Yogurt,12.81,6.61,6.06,0.5500000000000007,1,Rainy,No
2024-04-22,Butter,10.39,10.73,9.09,1.6400000000000006,0,Partly Cloudy,No
2024-04-22,Chicken,62.93,27.13,25.63,1.5,0,Partly Cloudy,No
2024-04-22,Chilli Powder,0.387,0.8,0.68,0.12,0,Partly Cloudy,No
2024-04-22,Cooking Oil,18.792,15.03,12.39,2.639999999999999,0,Partly Cloudy,No
2024-04-22,Coriander,0.40800000000000003,1.17,1.1,0.06999999999999984,0,Partly Cloudy,No
2024-04-22,Flour,52.58,163.08,119.4,43.68000000000001,0,Partly Cloudy,No
2024-04-22,Garlic,2.152,7.61,7.19,0.41999999999999993,0,Partly Cloudy,No
2024-04-22,Ginger,1.834,1.6,1.51,0.09000000000000008,0,Partly Cloudy,No
2024-04-22,Milk,41.56,24.8,17.91,6.890000000000001,0,Partly Cloudy,No
2024-04-22,Onions,37.73,66.05,55.43,10.619999999999997,0,Partly Cloudy,No
2024-04-22,Paneer,15.629999999999999,15.04,10.92,4.119999999999999,0,Partly Cloudy,No
2024-04-22,Potatoes,44.24,89.48,65.94,23.540000000000006,0,Partly Cloudy,No
2024-04-22,Rice,20.78,134.88,117.41,17.47,0,Partly Cloudy,No
2024-04-22,Salt,2.069,7.92,5.55,2.37,0,Partly Cloudy,No
2024-04-22,Spices Mix,6.492,7.97,5.84,2.13,0,Partly Cloudy,No
2024-04-22,Sugar,10.385,7.48,5.31,2.170000000000001,0,Partly Cloudy,No
2024-04-22,Tomatoes,34.910000000000004,85.5,69.06,16.439999999999998,0,Partly Cloudy,No
2024-04-22,Yogurt,12.120000000000001,13.97,10.87,3.1000000000000014,0,Partly Cloudy,No
2024-04-23,Butter,11.24,5.29,4.56,0.7300000000000004,0,Foggy,No
2024-04-23,Chicken,64.77,13.39,10.3,3.09,0,Foggy,No
2024-04-23,Chilli Powder,0.393,1.34,1.12,0.21999999999999997,0,Foggy,No
2024-04-23,Cooking Oil,16.724,8.54,7.4,1.1399999999999988,0,Foggy,No
2024-04-23,Coriander,0.228,1.68,1.56,0.11999999999999988,0,Foggy,No
2024-04-23,Flour,53.81,170.01,154.16,15.849999999999994,0,Foggy,No
2024-04-23,Garlic,2.1590000000000003,4.21,4.0,0.20999999999999996,0,Foggy,No
2024-04-23,Ginger,2.095,3.15,2.21,0.94,0,Foggy,No
2024-04-23,Milk,44.7,28.18,25.5,2.6799999999999997,0,Foggy,No
2024-04-23,Onions,33.845,48.75,38.9,9.850000000000001,0,Foggy,No
2024-04-23,Paneer,23.71,5.65,5.33,0.3200000000000003,0,Foggy,No
2024-04-23,Potatoes,38.71,99.93,87.97,11.960000000000008,0,Foggy,No
2024-04-23,Rice,21.7,115.86,99.62,16.239999999999995,0,Foggy,No
2024-04-23,Salt,2.204,14.6,11.16,3.4399999999999995,0,Foggy,No
2024-04-23,Spices Mix,6.28,9.15,6.93,2.2200000000000006,0,Foggy,No
2024-04-23,Sugar,10.932,12.91,10.04,2.870000000000001,0,Foggy,No
2024-04-23,Tomatoes,36.24,56.35,40.08,16.270000000000003,0,Foggy,No
2024-04-23,Yogurt,13.049999999999999,6.11,5.49,0.6200000000000001,0,Foggy,No
2024-04-24,Butter,12.925,3.74,2.99,0.75,0,Rainy,No
2024-04-24,Chicken,60.94,18.09,13.14,4.949999999999999,0,Rainy,No
2024-04-24,Chilli Powder,0.20500000000000002,0.98,0.86,0.12,0,Rainy,No
2024-04-24,Cooking Oil,18.12,22.02,20.11,1.9100000000000001,0,Rainy,No
2024-04-24,Coriander,0.41500000000000004,2.08,1.6,0.48,0,Rainy,No
2024-04-24,Flour,50.53,177.28,148.77,28.50999999999999,0,Rainy,No
2024-04-24,Garlic,2.309,4.36,3.5,0.8600000000000003,0,Rainy,No
2024-04-24,Ginger,2.146,4.94,3.55,1.3900000000000006,0,Rainy,No
2024-04-24,Milk,48.93000000000001,22.02,17.32,4.699999999999999,0,Rainy,No
2024-04-24,Onions,41.045,68.1,57.85,10.249999999999993,0,Rainy,No
2024-04-24,Paneer,22.599999999999998,15.7,14.81,0.8899999999999988,0,Rainy,No
2024-04-24,Potatoes,39.92,145.5,130.14,15.360000000000014,0,Rainy,No
2024-04-24,Rice,27.67,142.4,125.87,16.53,0,Rainy,No
2024-04-24,Salt,2.193,7.49,6.04,1.4500000000000002,0,Rainy,No
2024-04-24,Spices Mix,6.516,1.64,1.25,0.3899999999999999,0,Rainy,No
2024-04-24,Sugar,14.693,16.01,14.01,2.0000000000000018,0,Rainy,No
2024-04-24,Tomatoes,36.9,21.49,18.04,3.4499999999999993,0,Rainy,No
2024-04-24,Yogurt,10.84,18.29,14.01,4.279999999999999,0,Rainy,No
2024-04-25,Butter,10.435,10.69,7.81,2.88,0,Partly Cloudy,No
2024-04-25,Chicken,50.73,12.41,10.89,1.5199999999999996,0,Partly Cloudy,No
2024-04-25,Chilli Powder,0.28400000000000003,1.26,1.17,0.09000000000000008,0,Partly Cloudy,No
2024-04-25,Cooking Oil,15.712,6.91,4.96,1.9500000000000002,0,Partly Cloudy,No
2024-04-25,Coriander,0.306,1.44,1.35,0.08999999999999986,0,Partly Cloudy,No
2024-04-25,Flour,45.2,196.47,143.87,52.599999999999994,0,Partly Cloudy,No
2024-04-25,Garlic,2.02,3.7,2.75,0.9500000000000002,0,Partly Cloudy,No
2024-04-25,Ginger,2.074,4.85,4.28,0.5699999999999994,0,Partly Cloudy,No
2024-04-25,Milk,46.09,23.09,18.08,5.010000000000002,0,Partly Cloudy,No
2024-04-25,Onions,33.14,93.57,84.23,9.33999999999999,0,Partly Cloudy,No
2024-04-25,Paneer,18.65,19.99,14.78,5.209999999999999,0,Partly Cloudy,No
2024-04-25,Potatoes,41.78,68.0,58.64,9.36,0,Partly Cloudy,No
2024-04-25,Rice,19.84,101.43,88.7,12.730000000000004,0,Partly Cloudy,No
2024-04-25,Salt,1.96,13.64,11.95,1.6900000000000013,0,Partly Cloudy,No
2024-04-25,Spices Mix,5.871,5.26,3.76,1.5,0,Partly Cloudy,No
2024-04-25,Sugar,13.224,16.39,13.34,3.0500000000000007,0,Partly Cloudy,No
